0,80,3,0,0,80
0.05,80,3.0167,0,0,80.017
0.1,80,3.0538,0,0,80.054
0.15,80,3.0982,0,0,80.098
0.2,80,3.1423,0,0,80.142
0.25,80,3.1823,0,0,80.182
0.3,80,3.2162,0,0,80.216
0.35,80,3.2434,0,0,80.243
0.4,80,3.264,0,0,80.263
0.45,80,3.2784,0,0,80.278
0.5,80,3.2872,0,0,80.286
0.55,80,3.2911,0,0,80.29
0.6,80,3.2908,0,0,80.29
0.65,80,3.2871,0,0,80.286
0.7,80,3.2806,0,0,80.279
0.75,80,3.2717,0,0,80.27
0.8,80,3.2612,0,0,80.26
0.85,80,3.2493,0,0,80.247
0.9,80,3.2364,0,0,80.235
0.95,80,3.223,0,0,80.221
1,80,3.2092,0,0,80.207
1.05,80,3.1954,0,0,80.193
1.1,80,3.1816,0,0,80.179
1.15,80,3.1681,0,0,80.166
1.2,80,3.1549,0,0,80.152
1.25,80,3.1423,0,0,80.14
1.3,80,3.1302,0,0,80.128
1.35,80,3.1186,0,0,80.116
1.4,80,3.1078,0,0,80.105
1.45,80,3.0975,0,0,80.095
1.5,80,3.088,0,0,80.085
1.55,80,3.0791,0,0,80.076
1.6,80,3.0709,0,0,80.068
1.65,80,3.0633,0,0,80.06
1.7,80,3.0563,0,0,80.053
1.75,80,3.05,0,0,80.047
1.8,80,3.0442,0,0,80.041
1.85,80,3.0389,0,0,80.036
1.9,80,3.0341,0,0,80.031
1.95,80,3.0299,0,0,80.027
2,80,3.026,0,0,80.023
2.05,80,3.0226,0,0,80.019
2.1,80,3.0195,0,0,80.016
2.15,80,3.0168,0,0,80.014
2.2,80,3.0145,0,0,80.011
2.25,80,3.0124,0,0,80.009
2.3,80,3.0105,0,0,80.007
2.35,80,3.0089,0,0,80.006
2.4,80,3.0076,0,0,80.004
2.45,80,3.0064,0,0,80.003
2.5,80,3.0054,0,0,80.002
2.55,80,3.0045,0,0,80.001
2.6,80,3.0038,0,0,80.001
2.65,80,3.0032,0,0,80
2.7,80,3.0027,0,0,80
2.75,80,3.0024,0,0,79.999
2.8,80,3.002,0,0,79.999
2.85,80,3.0018,0,0,79.999
2.9,80,3.0016,0,0,79.998
2.95,80,3.0015,0,0,79.998
3,80,3.0014,0,0,79.998
3.05,80,3.0014,0,0,79.998
3.1,80,3.0013,0,0,79.998
3.15,80,3.0014,0,0,79.998
3.2,80,3.0014,0,0,79.998
3.25,80,3.0014,0,0,79.998
3.3,80,3.0015,0,0,79.998
3.35,80,3.0016,0,0,79.998
3.4,80,3.0016,0,0,79.999
3.45,80,3.0017,0,0,79.999
3.5,80,3.0018,0,0,79.999
3.55,80,3.0019,0,0,79.999
3.6,80,3.002,0,0,79.999
3.65,80,3.0021,0,0,79.999
3.7,80,3.0021,0,0,79.999
3.75,80,3.0022,0,0,79.999
3.8,80,3.0023,0,0,79.999
3.85,80,3.0024,0,0,79.999
3.9,80,3.0024,0,0,79.999
3.95,80,3.0025,0,0,79.999
4,80,3.0026,0,0,79.999
4.05,80,3.0018,0,6.6614,79.999
4.1,80,2.9932,0,12.689,79.99
4.15,80,2.9681,0,18.143,79.965
4.2,80,2.9204,0,23.078,79.917
4.25,80,2.8476,0,27.543,79.845
